3,0.49351930618286133,0.5
4,0.44509458541870117,0.5
3,0.40056371688842773,0.5
4,0.8002133369445801,0.5
3,0.197709321975708,0.5
4,0.4175441265106201,0.5
3,0.2846827507019043,0.5
4,0.29116296768188477,0.5
3,0.09879851341247559,0.5
4,0.07320308685302734,0.5
1,2.151822090148926,-0.5
3,0.8870859146118164,0.5
5,1.8150982856750488,0.5
5,3.584108829498291,0.5
1,0.7405791282653809,-0.5
1,2.919126510620117,0.5
1,1.1887147426605225,0.5
5,5.382415771484375,-0.5
5,0.19790267944335938,-0.5
3,0.4025533199310303,-0.5
4,0.24863600730895996,-0.5
4,3.130967855453491,-0.5
4,0.29410624504089355,-0.5
4,0.36287999153137207,0.5
3,2.9611523151397705,-0.5
3,0.12705492973327637,-0.5
